The United States of America, Exposure to risk (period 1x5), 	Last modified: 02 Oct 2019;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1980-1984        2           8299947.32      8679163.29     16979110.61
1980-1984        3           8237299.25      8611877.16     16849176.41
1980-1984        4           8124191.69      8505917.39     16630109.08
1980-1984        5           7955925.98      8329574.25     16285500.23
1980-1984        6           7823274.19      8195850.39     16019124.58
1980-1984        7           7901410.86      8283365.33     16184776.19
1980-1984        8           7698742.95      8076774.72     15775517.67
1980-1984        9           8240498.91      8628772.81     16869271.72
1980-1984       10           8570826.54      9000513.26     17571339.80
1980-1984       11           8687742.77      9090997.93     17778740.70
1980-1984       12           8794744.68      9190957.33     17985702.01
1980-1984       13           8938934.69      9327837.59     18266772.29
1980-1984       14           8993228.76      9395451.25     18388680.01
1980-1984       15           9195964.47      9592530.73     18788495.20
1980-1984       16           9427531.59      9836145.46     19263677.06
1980-1984       17           9732640.27     10207289.47     19939929.74
1980-1984       18           9974046.56     10280920.14     20254966.70
1980-1984       19          10760141.59     10935628.52     21695770.12
1980-1984       20          10837213.21     10979995.90     21817209.11
1980-1984       21          10725594.01     10839545.73     21565139.74
1980-1984       22          10668558.33     10757248.36     21425806.69
1980-1984       23          10700667.50     10726983.72     21427651.22
1980-1984       24          10762301.98     10803191.63     21565493.61
1980-1984       25          10707752.50     10716889.77     21424642.26
1980-1984       26          10504418.58     10481974.61     20986393.19
1980-1984       27          10405082.42     10347349.24     20752431.67
1980-1984       28           9752247.65      9664937.45     19417185.10
1980-1984       29          10265977.57     10199563.15     20465540.72
1980-1984       30           9940631.93      9817833.30     19758465.23
1980-1984       31           9523200.95      9348844.12     18872045.07
1980-1984       32           9419976.21      9233266.02     18653242.23
1980-1984       33           9296424.59      9057960.50     18354385.09
1980-1984       34           9115354.15      8945975.72     18061329.87
1980-1984       35           8627196.37      8410168.45     17037364.82
1980-1984       36           8146279.54      7888273.92     16034553.46
1980-1984       37           7875917.21      7599102.62     15475019.84
1980-1984       38           7128643.96      6868977.81     13997621.77
1980-1984       39           7319501.75      7094855.58     14414357.32
1980-1984       40           7078335.85      6818311.09     13896646.93
1980-1984       41           6592548.26      6345634.42     12938182.67
1980-1984       42           6295028.39      6062338.23     12357366.62
1980-1984       43           6120412.95      5853086.69     11973499.64
1980-1984       44           6036478.45      5792020.56     11828499.01
1980-1984       45           5833515.59      5574984.34     11408499.93
1980-1984       46           5786009.95      5500535.09     11286545.03
1980-1984       47           5776162.43      5478861.95     11255024.39
1980-1984       48           5439851.24      5173738.73     10613589.97
1980-1984       49           5757515.50      5461517.64     11219033.13
1980-1984       50           5804418.33      5404821.36     11209239.70
1980-1984       51           5725091.99      5358993.20     11084085.19
1980-1984       52           5828060.02      5424330.39     11252390.40
1980-1984       53           5961028.98      5553497.09     11514526.07
1980-1984       54           6121762.45      5618925.37     11740687.82
1980-1984       55           6051181.26      5473291.57     11524472.83
1980-1984       56           6066590.49      5460540.65     11527131.14
1980-1984       57           6173537.62      5522886.59     11696424.21
1980-1984       58           5941300.82      5268469.57     11209770.39
1980-1984       59           6084282.25      5355178.47     11439460.72
1980-1984       60           5983540.04      5231655.24     11215195.28
1980-1984       61           5782103.81      5054904.59     10837008.41
1980-1984       62           5523258.47      4781258.11     10304516.57
1980-1984       63           5424868.92      4695290.60     10120159.52
1980-1984       64           5417516.78      4589736.66     10007253.44
1980-1984       65           5301921.06      4417333.57      9719254.63
1980-1984       66           5102428.13      4178892.99      9281321.12
1980-1984       67           5011169.29      4030074.00      9041243.29
1980-1984       68           4808454.30      3788744.05      8597198.36
1980-1984       69           4777443.76      3650964.58      8428408.34
1980-1984       70           4503781.74      3399249.65      7903031.39
1980-1984       71           4345561.84      3214565.95      7560127.79
1980-1984       72           4135546.15      2996317.98      7131864.13
1980-1984       73           3902679.56      2751741.10      6654420.67
1980-1984       74           3794471.42      2594969.42      6389440.85
1980-1984       75           3556686.36      2378372.09      5935058.45
1980-1984       76           3340450.20      2152433.73      5492883.93
1980-1984       77           3132671.07      1945093.79      5077764.86
1980-1984       78           2925918.81      1764422.94      4690341.75
1980-1984       79           2713796.24      1592980.03      4306776.27
1980-1984       80           2436045.63      1359462.67      3795508.30
1980-1984       81           2221760.56      1192192.42      3413952.98
1980-1984       82           2016142.68      1039611.68      3055754.36
1980-1984       83           1826068.79       906651.96      2732720.75
1980-1984       84           1639166.48       784780.36      2423946.84
1980-1984       85           1459232.28       674030.06      2133262.34
1980-1984       86           1292794.18       576690.73      1869484.90
1980-1984       87           1126429.49       485437.93      1611867.41
1980-1984       88            966419.91       401087.90      1367507.81
1980-1984       89            809595.18       323136.98      1132732.17
1980-1984       90            667679.69       256464.02       924143.71
1980-1984       91            542172.78       200977.68       743150.46
1980-1984       92            428138.25       153402.60       581540.86
1980-1984       93            328460.77       113957.48       442418.25
1980-1984       94            247736.62        83172.19       330908.82
1980-1984       95            181879.19        59244.34       241123.53
1980-1984       96            129789.66        40817.52       170607.18
1980-1984       97             90746.81        27537.24       118284.05
1980-1984       98             62392.29        18333.38        80725.67
1980-1984       99             42101.79        11942.71        54044.50
1980-1984      100             27612.12         7614.30        35226.42
1980-1984      101             17411.06         4733.55        22144.60
1980-1984      102             10697.97         2915.49        13613.46
1980-1984      103              6480.95         1797.86         8278.81
1980-1984      104              3895.50         1096.55         4992.06
1980-1984      105              2382.03          677.84         3059.87
1980-1984      106              1511.23          423.58         1934.81
1980-1984      107               973.95          289.43         1263.38
1980-1984      108               624.46          193.93          818.39
1980-1984      109               391.96          144.56          536.51
1980-1984      110+              818.54          454.80         1273.34
1985-1989        0           9146264.98      9583271.51     18729536.50
1985-1989        1           8799540.92      9221354.05     18020894.96
1985-1989        2           8756759.42      9177290.89     17934050.31
1985-1989        3           8754476.32      9165378.71     17919855.03
1985-1989        4           8804171.77      9221519.09     18025690.87
1985-1989        5           8731642.55      9148715.65     17880358.20
1985-1989        6           8647035.61      9054561.97     17701597.59
1985-1989        7           8561589.04      8965125.02     17526714.06
1985-1989        8           8093117.25      8487895.80     16581013.04
1985-1989        9           8369649.07      8790522.65     17160171.72
1985-1989       10           8254920.63      8701833.39     16956754.02
1985-1989       11           8001986.56      8405695.23     16407681.78
1985-1989       12           7958507.83      8342536.62     16301044.45
1985-1989       13           8083764.14      8463264.46     16547028.60
1985-1989       14           8351523.50      8770125.52     17121649.02
1985-1989       15           8639747.95      9072149.76     17711897.71
1985-1989       16           8858648.61      9334675.92     18193324.53
1985-1989       17           9095836.45      9622113.69     18717950.14
1985-1989       18           9131891.42      9513106.14     18644997.56
1985-1989       19           9665711.89      9938217.12     19603929.01
1985-1989       20           9702666.41      9991950.53     19694616.94
1985-1989       21           9734607.13     10035735.02     19770342.15
1985-1989       22           9838462.70     10111407.38     19949870.08
1985-1989       23          10099520.25     10305055.01     20404575.26
1985-1989       24          10576357.52     10756264.60     21332622.12
1985-1989       25          10713633.76     10849158.61     21562792.37
1985-1989       26          10802268.51     10860775.05     21663043.56
1985-1989       27          10934168.86     10989949.06     21924117.91
1985-1989       28          10437183.82     10443410.13     20880593.95
1985-1989       29          11292140.93     11321871.29     22614012.22
1985-1989       30          11018043.66     10969882.70     21987926.35
1985-1989       31          10616538.00     10519356.29     21135894.29
1985-1989       32          10460552.95     10341243.01     20801795.96
1985-1989       33          10188510.67      9988636.45     20177147.12
1985-1989       34          10238671.37     10136954.89     20375626.26
1985-1989       35           9917173.06      9749638.86     19666811.92
1985-1989       36           9531993.04      9309973.51     18841966.55
1985-1989       37           9451256.45      9204516.33     18655772.78
1985-1989       38           8957666.55      8692335.96     17650002.51
1985-1989       39           9309920.92      9107383.77     18417304.69
1985-1989       40           8744945.02      8489250.63     17234195.65
1985-1989       41           8150802.00      7884351.66     16035153.66
1985-1989       42           7824205.31      7590459.09     15414664.39
1985-1989       43           7284136.29      7010839.15     14294975.43
1985-1989       44           7233026.61      7020595.68     14253622.30
1985-1989       45           6895371.41      6651828.74     13547200.15
1985-1989       46           6563603.05      6302713.91     12866316.96
1985-1989       47           6340108.53      6058791.80     12398900.33
1985-1989       48           5809546.17      5539294.37     11348840.53
1985-1989       49           6111487.50      5865256.18     11976743.68
1985-1989       50           5921051.85      5608099.37     11529151.22
1985-1989       51           5603696.72      5296741.85     10900438.56
1985-1989       52           5508262.54      5178236.76     10686499.30
1985-1989       53           5535386.72      5181255.85     10716642.56
1985-1989       54           5649087.73      5252658.85     10901746.58
1985-1989       55           5564268.46      5116478.40     10680746.86
1985-1989       56           5693800.79      5210010.72     10903811.51
1985-1989       57           5854102.31      5329438.82     11183541.13
1985-1989       58           5598197.90      5049817.45     10648015.35
1985-1989       59           5904902.99      5287932.84     11192835.82
1985-1989       60           5900008.03      5145886.92     11045894.95
1985-1989       61           5782815.59      5044384.94     10827200.53
1985-1989       62           5722619.01      4935164.90     10657783.91
1985-1989       63           5725839.97      4950979.14     10676819.11
1985-1989       64           5837056.38      4953055.56     10790111.94
1985-1989       65           5667279.90      4739460.45     10406740.35
1985-1989       66           5470347.86      4532156.51     10002504.37
1985-1989       67           5401203.16      4417383.98      9818587.14
1985-1989       68           5092972.45      4068099.26      9161071.71
1985-1989       69           5074062.24      3939251.15      9013313.39
1985-1989       70           4813602.18      3675990.81      8489592.99
1985-1989       71           4653589.93      3481554.52      8135144.45
1985-1989       72           4385872.77      3198315.23      7584188.00
1985-1989       73           4221332.95      3019609.62      7240942.57
1985-1989       74           4171606.56      2888662.60      7060269.15
1985-1989       75           3979861.92      2698503.19      6678365.11
1985-1989       76           3722377.11      2445972.75      6168349.86
1985-1989       77           3544729.52      2237113.69      5781843.21
1985-1989       78           3298056.28      2015711.62      5313767.90
1985-1989       79           3109742.89      1815473.62      4925216.51
1985-1989       80           2785503.35      1564543.02      4350046.38
1985-1989       81           2562875.59      1380605.61      3943481.19
1985-1989       82           2338273.46      1205484.08      3543757.54
1985-1989       83           2110292.71      1040587.13      3150879.84
1985-1989       84           1897136.80       892996.19      2790132.99
1985-1989       85           1687055.76       757315.59      2444371.34
1985-1989       86           1475733.12       630984.93      2106718.05
1985-1989       87           1277814.65       520411.40      1798226.06
1985-1989       88           1101687.38       428106.80      1529794.18
1985-1989       89            937111.35       347647.87      1284759.21
1985-1989       90            787299.50       279445.87      1066745.36
1985-1989       91            654315.05       222440.02       876755.08
1985-1989       92            531718.41       173504.52       705222.93
1985-1989       93            422399.84       131942.72       554342.57
1985-1989       94            324745.84        97013.68       421759.52
1985-1989       95            244600.65        70020.04       314620.68
1985-1989       96            180617.48        49548.76       230166.24
1985-1989       97            128665.23        33963.56       162628.79
1985-1989       98             88964.42        22715.04       111679.46
1985-1989       99             60197.26        14918.80        75116.06
1985-1989      100             39531.96         9472.38        49004.34
1985-1989      101             25381.35         5936.00        31317.36
1985-1989      102             15928.48         3684.55        19613.03
1985-1989      103              9920.34         2231.06        12151.40
1985-1989      104              5985.45         1351.53         7336.98
1985-1989      105              3504.12          838.81         4342.94
1985-1989      106              2015.28          506.70         2521.98
1985-1989      107              1169.36          308.47         1477.82
1985-1989      108               663.66          196.55          860.21
1985-1989      109               414.67          115.75          530.42
1985-1989      110+              728.64          204.32          932.96
1990-1994        0           9611820.90     10074935.81     19686756.71
1990-1994        1           9546326.53      9997286.09     19543612.62
1990-1994        2           9480795.15      9941778.11     19422573.26
1990-1994        3           9382777.09      9830710.76     19213487.85
1990-1994        4           9366379.34      9818244.40     19184623.74
1990-1994        5           9199689.29      9653725.18     18853414.47
1990-1994        6           9054761.13      9491009.97     18545771.10
1990-1994        7           9024444.76      9454777.13     18479221.89
1990-1994        8           8721243.23      9144869.45     17866112.69
1990-1994        9           9153339.92      9620280.13     18773620.05
1990-1994       10           9166927.36      9648566.64     18815494.00
1990-1994       11           8999229.38      9446844.11     18446073.49
1990-1994       12           8858266.03      9289796.06     18148062.10
1990-1994       13           8742631.11      9169648.82     17912279.93
1990-1994       14           8563870.61      9020437.09     17584307.70
1990-1994       15           8446839.29      8922274.65     17369113.94
1990-1994       16           8311718.19      8828270.17     17139988.36
1990-1994       17           8390876.54      8951406.23     17342282.77
1990-1994       18           8433476.72      8866156.41     17299633.13
1990-1994       19           9135740.18      9515719.34     18651459.52
1990-1994       20           9312938.71      9706398.84     19019337.55
1990-1994       21           9346085.68      9736753.57     19082839.25
1990-1994       22           9264476.26      9618717.95     18883194.21
1990-1994       23           9311984.39      9613404.13     18925388.51
1990-1994       24           9520585.07      9771450.32     19292035.39
1990-1994       25           9642892.69      9848960.93     19491853.62
1990-1994       26           9844788.86      9943870.29     19788659.16
1990-1994       27          10239817.99     10350545.14     20590363.12
1990-1994       28          10111529.34     10176325.37     20287854.71
1990-1994       29          11165775.13     11242368.05     22408143.18
1990-1994       30          11262803.93     11311143.14     22573947.08
1990-1994       31          11076108.79     11072700.65     22148809.43
1990-1994       32          11176442.27     11147267.40     22323709.67
1990-1994       33          11131491.95     11034376.87     22165868.82
1990-1994       34          11308150.99     11312959.36     22621110.35
1990-1994       35          11194327.09     11144249.16     22338576.25
1990-1994       36          10814861.74     10671761.88     21486623.63
1990-1994       37          10661231.38     10500608.84     21161840.23
1990-1994       38           9949346.55      9757054.17     19706400.72
1990-1994       39          10501548.70     10358598.55     20860147.24
1990-1994       40          10107797.71      9910124.28     20017921.98
1990-1994       41           9630881.79      9372206.71     19003088.50
1990-1994       42           9465231.00      9217194.48     18682425.48
1990-1994       43           9349896.06      9041393.77     18391289.83
1990-1994       44           9110768.70      8930816.54     18041585.25
1990-1994       45           8644340.83      8406445.67     17050786.49
1990-1994       46           8054295.39      7774956.55     15829251.95
1990-1994       47           7813124.62      7505435.82     15318560.44
1990-1994       48           6990107.23      6687163.26     13677270.49
1990-1994       49           7288690.67      7017158.27     14305848.94
1990-1994       50           6969207.49      6668019.52     13637227.01
1990-1994       51           6481818.21      6166435.32     12648253.52
1990-1994       52           6163861.85      5838320.97     12002182.82
1990-1994       53           5987358.77      5636222.13     11623580.90
1990-1994       54           5937016.78      5578744.47     11515761.25
1990-1994       55           5725303.27      5329002.70     11054305.97
1990-1994       56           5645241.76      5221884.30     10867126.05
1990-1994       57           5587097.40      5138866.77     10725964.16
1990-1994       58           5268834.90      4819740.41     10088575.30
1990-1994       59           5506402.63      5025297.11     10531699.73
1990-1994       60           5496665.02      4896115.32     10392780.34
1990-1994       61           5413846.43      4841865.19     10255711.62
1990-1994       62           5505746.03      4862945.11     10368691.14
1990-1994       63           5580066.54      4919361.28     10499427.81
1990-1994       64           5726377.78      4924581.98     10650959.76
1990-1994       65           5672041.54      4776264.08     10448305.62
1990-1994       66           5599943.87      4644261.46     10244205.34
1990-1994       67           5564640.65      4559189.41     10123830.06
1990-1994       68           5359967.77      4314365.82      9674333.59
1990-1994       69           5384670.99      4250998.13      9635669.12
1990-1994       70           5235502.65      4082800.77      9318303.43
1990-1994       71           5019009.83      3873025.95      8892035.77
1990-1994       72           4825487.37      3677735.58      8503222.95
1990-1994       73           4562267.29      3371637.81      7933905.10
1990-1994       74           4396284.10      3155756.84      7552040.93
1990-1994       75           4227017.22      2953256.33      7180273.55
1990-1994       76           4004267.77      2733465.47      6737733.25
1990-1994       77           3828969.69      2521429.66      6350399.35
1990-1994       78           3700179.64      2338597.98      6038777.62
1990-1994       79           3481071.49      2118700.17      5599771.66
1990-1994       80           3112686.63      1804494.67      4917181.31
1990-1994       81           2882824.60      1597885.25      4480709.85
1990-1994       82           2654404.95      1404706.07      4059111.03
1990-1994       83           2424237.80      1221682.07      3645919.87
1990-1994       84           2194265.41      1051390.02      3245655.42
1990-1994       85           1964502.13       894226.05      2858728.18
1990-1994       86           1739154.54       750888.26      2490042.79
1990-1994       87           1520834.28       621903.02      2142737.30
1990-1994       88           1308625.03       506531.26      1815156.29
1990-1994       89           1115572.11       408211.35      1523783.46
1990-1994       90            933809.79       322746.82      1256556.61
1990-1994       91            765393.70       250060.03      1015453.73
1990-1994       92            617788.10       190393.91       808182.01
1990-1994       93            491345.74       143345.50       634691.24
1990-1994       94            384338.73       106034.84       490373.58
1990-1994       95            294451.29        77105.90       371557.19
1990-1994       96            221753.63        55171.35       276924.97
1990-1994       97            162689.90        38355.82       201045.73
1990-1994       98            115943.94        25805.59       141749.53
1990-1994       99             79706.53        16867.02        96573.55
1990-1994      100             53437.27        10914.02        64351.29
1990-1994      101             34925.59         6888.69        41814.27
1990-1994      102             22003.98         4213.85        26217.83
1990-1994      103             13496.99         2507.79        16004.78
1990-1994      104              8136.51         1476.64         9613.15
1990-1994      105              4781.82          877.50         5659.32
1990-1994      106              2791.11          543.27         3334.38
1990-1994      107              1628.97          333.32         1962.29
1990-1994      108               965.73          212.97         1178.70
1990-1994      109               566.31          142.73          709.03
1990-1994      110+              764.13          204.06          968.19
1995-1999        0           9211617.93      9669973.61     18881591.53
1995-1999        1           9255697.93      9686384.24     18942082.17
1995-1999        2           9340598.31      9786569.80     19127168.12
1995-1999        3           9531046.21      9987473.42     19518519.63
1995-1999        4           9817956.81     10297369.40     20115326.21
1995-1999        5           9903948.54     10400976.04     20304924.58
1995-1999        6           9895895.43     10377251.34     20273146.77
1995-1999        7           9898326.60     10373497.39     20271823.99
1995-1999        8           9642438.45     10117253.22     19759691.67
1995-1999        9           9741867.31     10236518.10     19978385.41
1995-1999       10           9739689.04     10245873.25     19985562.29
1995-1999       11           9560991.46     10037312.53     19598303.99
1995-1999       12           9556244.68     10032873.57     19589118.25
1995-1999       13           9548000.11     10020754.57     19568754.68
1995-1999       14           9542065.49     10047158.68     19589224.16
1995-1999       15           9540693.44     10089268.33     19629961.77
1995-1999       16           9457121.40     10054603.87     19511725.27
1995-1999       17           9320152.63      9974025.89     19294178.52
1995-1999       18           9242067.21      9747219.67     18989286.87
1995-1999       19           9364494.49      9777244.81     19141739.29
1995-1999       20           9141178.79      9568463.13     18709641.91
1995-1999       21           8853888.38      9259939.77     18113828.16
1995-1999       22           8693671.85      9060179.75     17753851.60
1995-1999       23           8767622.09      9083137.52     17850759.61
1995-1999       24           9163155.37      9421631.28     18584786.65
1995-1999       25           9533665.70      9774196.31     19307862.00
1995-1999       26           9664942.23      9809522.04     19474464.26
1995-1999       27           9937192.28     10077568.58     20014760.86
1995-1999       28           9808589.91      9928174.90     19736764.81
1995-1999       29          10085909.78     10188879.78     20274789.55
1995-1999       30          10381558.63     10554389.31     20935947.95
1995-1999       31          10273111.30     10342781.44     20615892.74
1995-1999       32          10671818.81     10725551.96     21397370.77
1995-1999       33          10856907.41     10869606.60     21726514.01
1995-1999       34          11307222.26     11369481.52     22676703.79
1995-1999       35          11606030.11     11674874.74     23280904.85
1995-1999       36          11473426.63     11380576.14     22854002.77
1995-1999       37          11444268.21     11345384.56     22789652.77
1995-1999       38          11168292.22     11043158.17     22211450.38
1995-1999       39          11449514.57     11304209.31     22753723.88
1995-1999       40          11426562.31     11318957.64     22745519.95
1995-1999       41          10864219.80     10636479.00     21500698.80
1995-1999       42          10740960.14     10517410.46     21258370.59
1995-1999       43          10425102.64     10113488.72     20538591.37
1995-1999       44          10229779.85      9984707.65     20214487.50
1995-1999       45          10096074.12      9850493.83     19946567.94
1995-1999       46           9620561.58      9288774.44     18909336.02
1995-1999       47           9507886.36      9165348.29     18673234.64
1995-1999       48           9237228.39      8895749.93     18132978.32
1995-1999       49           9147329.80      8811999.15     17959328.95
1995-1999       50           8816917.39      8494563.21     17311480.60
1995-1999       51           8135844.52      7782485.73     15918330.24
1995-1999       52           7821151.76      7468368.12     15289519.88
1995-1999       53           7238534.81      6860184.03     14098718.84
1995-1999       54           7155054.04      6791159.71     13946213.75
1995-1999       55           6821738.63      6432203.34     13253941.97
1995-1999       56           6504011.11      6083358.30     12587369.41
1995-1999       57           6199617.75      5750041.96     11949659.70
1995-1999       58           5874547.54      5433444.97     11307992.51
1995-1999       59           5807457.49      5342460.08     11149917.57
1995-1999       60           5746052.99      5234814.90     10980867.89
1995-1999       61           5416407.47      4927295.25     10343702.72
1995-1999       62           5350529.11      4820516.81     10171045.93
1995-1999       63           5317881.87      4754808.04     10072689.91
1995-1999       64           5350485.85      4705378.70     10055864.55
1995-1999       65           5311476.63      4609248.08      9920724.70
1995-1999       66           5335608.14      4567689.97      9903298.11
1995-1999       67           5411764.99      4587475.16      9999240.15
1995-1999       68           5258259.12      4403083.55      9661342.67
1995-1999       69           5243688.22      4286901.00      9530589.22
1995-1999       70           5258828.40      4166929.12      9425757.52
1995-1999       71           5050537.64      3981035.12      9031572.76
1995-1999       72           4967590.74      3840826.67      8808417.42
1995-1999       73           4898399.04      3736182.11      8634581.15
1995-1999       74           4834340.90      3586565.26      8420906.16
1995-1999       75           4670628.81      3380076.36      8050705.17
1995-1999       76           4428198.03      3132882.89      7561080.91
1995-1999       77           4170183.98      2874742.69      7044926.67
1995-1999       78           3941180.78      2616095.41      6557276.19
1995-1999       79           3700379.03      2361998.40      6062377.43
1995-1999       80           3333309.44      2037081.01      5370390.45
1995-1999       81           3120246.91      1829888.89      4950135.80
1995-1999       82           2898027.65      1622991.28      4521018.93
1995-1999       83           2673250.40      1425048.35      4098298.76
1995-1999       84           2443297.94      1234460.88      3677758.82
1995-1999       85           2204293.71      1052205.52      3256499.23
1995-1999       86           1963764.66       884219.09      2847983.75
1995-1999       87           1731338.75       734124.05      2465462.80
1995-1999       88           1507003.20       600221.22      2107224.42
1995-1999       89           1294179.37       483915.69      1778095.06
1995-1999       90           1091553.58       383004.66      1474558.24
1995-1999       91            904414.40       297804.64      1202219.04
1995-1999       92            735640.45       226730.23       962370.67
1995-1999       93            584797.74       168761.03       753558.76
1995-1999       94            456239.70       123286.36       579526.06
1995-1999       95            347516.24        87798.88       435315.12
1995-1999       96            256500.23        60646.08       317146.31
1995-1999       97            185304.85        40847.67       226152.52
1995-1999       98            131449.21        27147.37       158596.58
1995-1999       99             91572.27        17782.72       109354.99
1995-1999      100             62109.99        11310.96        73420.95
1995-1999      101             40945.67         7029.81        47975.48
1995-1999      102             25927.21         4268.77        30195.98
1995-1999      103             16012.64         2506.55        18519.19
1995-1999      104              9668.61         1458.83        11127.44
1995-1999      105              5620.42          855.74         6476.17
1995-1999      106              3231.85          499.67         3731.51
1995-1999      107              1809.81          302.54         2112.34
1995-1999      108               995.22          178.06         1173.28
1995-1999      109               578.71          109.10          687.81
1995-1999      110+              829.41          133.53          962.94
2000-2004        0           9680385.36     10127787.29     19808172.65
2000-2004        1           9559210.99      9989849.76     19549060.75
2000-2004        2           9481284.38      9912336.15     19393620.53
2000-2004        3           9431108.14      9862470.53     19293578.67
2000-2004        4           9417087.57      9859820.09     19276907.67
2000-2004        5           9466894.61      9915636.74     19382531.35
2000-2004        6           9548959.73     10004039.76     19552999.49
2000-2004        7           9701384.15     10168414.63     19869798.78
2000-2004        8           9851208.59     10336800.73     20188009.32
2000-2004        9          10039874.40     10541457.36     20581331.76
2000-2004       10          10326203.88     10842538.57     21168742.45
2000-2004       11          10355611.44     10874261.51     21229872.95
2000-2004       12          10371280.21     10888822.47     21260102.67
2000-2004       13          10288451.71     10805480.52     21093932.23
2000-2004       14          10167015.42     10690222.11     20857237.54
2000-2004       15          10077981.04     10626149.46     20704130.51
2000-2004       16           9995774.30     10589804.92     20585579.22
2000-2004       17           9951724.41     10612080.21     20563804.62
2000-2004       18           9999128.06     10672029.51     20671157.57
2000-2004       19          10073043.50     10702346.14     20775389.64
2000-2004       20          10058487.42     10626998.93     20685486.34
2000-2004       21          10027178.85     10515593.55     20542772.41
2000-2004       22           9876258.55     10287354.02     20163612.58
2000-2004       23           9714244.00     10057298.17     19771542.17
2000-2004       24           9508513.14      9805068.13     19313581.27
2000-2004       25           9393436.49      9651548.35     19044984.84
2000-2004       26           9251651.28      9452024.16     18703675.44
2000-2004       27           9300318.55      9458491.18     18758809.73
2000-2004       28           9380864.09      9533653.61     18914517.70
2000-2004       29           9616275.05      9757766.83     19374041.88
2000-2004       30           9950350.35     10115405.22     20065755.57
2000-2004       31          10102219.63     10221647.44     20323867.07
2000-2004       32          10275761.75     10378464.30     20654226.05
2000-2004       33          10320738.68     10398618.55     20719357.23
2000-2004       34          10301350.28     10361275.12     20662625.40
2000-2004       35          10433270.04     10479006.71     20912276.75
2000-2004       36          10636309.98     10620604.16     21256914.14
2000-2004       37          10908867.05     10847977.12     21756844.16
2000-2004       38          11155168.45     11060061.95     22215230.39
2000-2004       39          11400231.07     11271692.86     22671923.93
2000-2004       40          11530349.09     11376816.66     22907165.75
2000-2004       41          11548811.85     11376310.34     22925122.18
2000-2004       42          11540020.56     11358573.15     22898593.72
2000-2004       43          11503212.59     11289362.41     22792575.01
2000-2004       44          11332903.25     11093881.03     22426784.28
2000-2004       45          11191561.16     10928033.26     22119594.42
2000-2004       46          11001416.91     10716661.56     21718078.47
2000-2004       47          10788589.93     10474460.80     21263050.74
2000-2004       48          10488237.07     10148439.73     20636676.81
2000-2004       49          10255935.25      9896251.36     20152186.61
2000-2004       50           9998141.85      9611733.33     19609875.18
2000-2004       51           9772387.56      9378593.67     19150981.23
2000-2004       52           9579024.13      9171447.17     18750471.30
2000-2004       53           9493346.63      9075656.88     18569003.50
2000-2004       54           9063540.88      8641508.89     17705049.77
2000-2004       55           8592321.87      8149516.86     16741838.73
2000-2004       56           8170469.42      7727979.37     15898448.79
2000-2004       57           7779527.14      7316598.83     15096125.97
2000-2004       58           7212447.70      6740117.96     13952565.66
2000-2004       59           6955002.75      6453330.26     13408333.01
2000-2004       60           6678929.36      6152585.22     12831514.58
2000-2004       61           6409367.93      5875832.63     12285200.56
2000-2004       62           6063630.75      5519082.94     11582713.68
2000-2004       63           5821738.49      5263171.15     11084909.64
2000-2004       64           5622589.85      5043984.00     10666573.86
2000-2004       65           5485009.07      4868056.31     10353065.38
2000-2004       66           5315230.36      4665476.08      9980706.45
2000-2004       67           5189597.49      4499950.16      9689547.66
2000-2004       68           5093058.89      4359987.63      9453046.52
2000-2004       69           5005054.35      4224088.65      9229143.00
2000-2004       70           4940835.97      4098983.84      9039819.81
2000-2004       71           4914585.60      4021715.56      8936301.16
2000-2004       72           4860352.49      3901892.06      8762244.55
2000-2004       73           4809639.11      3789534.84      8599173.95
2000-2004       74           4726982.92      3640176.41      8367159.32
2000-2004       75           4622030.81      3465507.08      8087537.89
2000-2004       76           4526140.01      3304617.00      7830757.01
2000-2004       77           4383701.77      3112793.66      7496495.43
2000-2004       78           4226944.81      2916090.41      7143035.22
2000-2004       79           4037025.63      2702461.59      6739487.22
2000-2004       80           3734464.74      2393871.46      6128336.21
2000-2004       81           3460071.00      2142403.68      5602474.68
2000-2004       82           3190713.57      1901646.32      5092359.89
2000-2004       83           2898177.28      1656379.05      4554556.33
2000-2004       84           2607260.90      1421524.47      4028785.37
2000-2004       85           2355535.49      1220368.42      3575903.91
2000-2004       86           2117443.98      1037849.61      3155293.59
2000-2004       87           1878167.24       866175.93      2744343.17
2000-2004       88           1645691.47       711697.10      2357388.56
2000-2004       89           1418957.22       573417.03      1992374.25
2000-2004       90           1200454.68       451823.26      1652277.94
2000-2004       91            996811.10       349107.76      1345918.86
2000-2004       92            812692.88       264741.31      1077434.19
2000-2004       93            648135.74       195884.35       844020.09
2000-2004       94            505745.79       141339.81       647085.60
2000-2004       95            384493.28        99750.83       484244.11
2000-2004       96            284918.50        68511.02       353429.52
2000-2004       97            205954.20        45922.58       251876.78
2000-2004       98            144289.48        29950.88       174240.37
2000-2004       99             99063.94        19224.17       118288.11
2000-2004      100             66233.41        11933.47        78166.89
2000-2004      101             42590.63         7118.29        49708.93
2000-2004      102             26529.02         4180.84        30709.86
2000-2004      103             16236.09         2370.94        18607.04
2000-2004      104              9602.72         1335.97        10938.69
2000-2004      105              5549.24          737.14         6286.38
2000-2004      106              3109.48          402.55         3512.02
