78,0.040874,67870.8018,2774.151153,9.970016317,0.067115,48898.77681,3281.841405,7.743982367
79,0.045203,65096.65065,2942.563899,9.394897351,0.072971,45616.9354,3328.713393,7.301111463
80,0.049967,62154.08675,3105.653253,8.839680426,0.079295,42288.22201,3353.244564,6.87581776
81,0.055204,59048.4335,3259.709723,8.304603551,0.086115,38934.97744,3352.885583,6.467992202
82,0.060955,55788.72377,3400.601658,7.789837755,0.093463,35582.09186,3325.609052,6.077468393
83,0.067262,52388.12212,3523.72987,7.295489305,0.101369,32256.48281,3269.807406,5.704048917
84,0.07417,48864.39225,3624.271973,6.821584738,0.109861,28986.6754,3184.505147,5.347487363
85,0.081726,45240.12027,3697.294069,6.36807485,0.118972,25802.17026,3069.7358,5.007474522
86,0.089976,41542.8262,3737.857331,5.934830834,0.128728,22732.43446,2926.300823,4.683672394
87,0.09897,37804.96887,3741.557769,5.521620127,0.139159,19806.13363,2756.201751,4.375671884
88,0.108755,34063.4111,3704.566275,5.128120181,0.150288,17049.93188,2562.400163,4.083019842
89,0.119379,30358.84483,3624.208537,4.753883816,0.16214,14487.53172,2349.008393,3.805180864
90,0.130889,26734.63629,3499.26981,4.398331195,0.174735,12138.52333,2121.024874,3.541547351
91,0.143328,23235.36648,3330.278607,4.060724344,0.188088,10017.49845,1884.171249,3.291406216
92,0.156736,19905.08788,3119.843853,3.740115638,0.202211,8133.327205,1644.648227,3.05389527
93,0.171147,16785.24402,2872.744159,3.435284369,0.217112,6488.678978,1408.77007,2.82794858
94,0.186591,13912.49986,2595.947262,3.144624401,0.23279,5079.908907,1182.551995,2.612200698
95,0.203086,11316.5526,2298.233402,2.865981814,0.24924,3897.356913,971.377237,2.404805331
96,0.220644,9018.3192,1989.838022,2.596350189,0.266449,2925.979676,779.6243587,2.203161239
97,0.239265,7028.481178,1681.669549,2.331404632,0.284395,2146.355317,610.4127204,2.00341931
98,0.258935,5346.811629,1384.476669,2.064673812,0.303051,1535.942597,465.4689399,1.799616143
99,0.279627,3962.33496,1107.975838,1.786090035,0.32238,1070.473657,345.0992975,1.582134623
100,0.301301,2854.359122,860.0212579,1.479396139,0.342336,725.3743594,248.3217567,1.334840505
101,0.323899,1994.337864,645.9640399,1.117358318,0.362865,477.0526027,173.1056927,1.029669414
102,0.34735,1348.373824,468.3576479,0.65265,0.383907,303.94691,116.6873464,0.616093
,,,,0,,,,0
